"","FD1","FD5","FD9","FD13","FD17","SD2","SD6","SD10","SD14","SD18","SD22","SD24","UP3","UP7","UP11","UP15","UP19","UP20","UP25","UP27","FW4","FW8","FW12","FW16","FW21","FW23","FW26"
"23671",4,3,4,4,4,4,2,1,4,3,4,4,4,4,4,3,5,4,4,4,4,4,3,5,4,3,5
"11351",2,2,3,4,4,2,2,2,3,3,3,2,3,3,4,3,3,2,2,3,4,2,2,5,4,4,2
"11451",2,2,3,2,4,2,2,3,3,2,3,3,3,3,4,4,4,3,2,4,4,4,3,5,3,3,3
"19410",3,3,3,4,3,3,3,3,3,3,4,4,3,5,3,3,3,5,2,2,3,3,3,3,3,4,3
"1427",5,5,5,5,4,5,1,5,1,5,5,5,5,5,5,3,5,5,5,5,3,3,2,5,1,5,2
"18101",3,3,2,2,4,4,3,3,4,4,4,3,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4
"1846",1,2,1,2,4,4,1,3,2,5,2,2,3,3,2,3,3,4,3,3,4,4,3,4,4,4,2
"20981",2,2,2,2,4,4,1,4,2,4,4,4,4,5,4,5,4,3,2,4,5,3,4,4,5,4,5
"3455",1,2,1,4,2,2,2,1,2,2,4,2,3,5,5,3,5,2,2,5,4,5,4,5,4,5,5
"3543",2,3,1,4,4,3,1,1,1,2,4,4,3,5,5,4,5,3,4,5,4,4,4,5,5,2,3
"7921",2,2,2,4,2,2,1,1,2,2,4,2,4,4,4,4,4,4,4,4,3,3,2,3,2,4,2
"2898",3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,5,3,3,3,3
"3068",3,3,3,3,3,4,4,3,4,3,4,4,4,3,4,4,3,4,4,4,3,4,3,3,3,3,3
"2941",2,1,2,2,2,4,2,2,2,2,4,3,2,4,3,3,2,3,2,4,4,5,3,5,4,3,5
"7252",3,2,3,2,3,3,3,2,3,3,3,3,3,4,4,3,4,3,3,4,3,4,3,4,3,3,4
"11281",3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"3206",5,1,5,2,5,1,2,3,2,5,1,3,1,3,3,4,3,5,1,3,5,3,5,4,5,4,5
"28161",3,3,2,4,4,1,3,1,2,1,3,3,3,2,2,4,3,4,3,2,4,5,2,4,2,1,4
"2361",2,3,2,2,3,3,1,4,4,1,4,3,4,4,3,3,2,4,3,4,3,3,2,4,4,4,4
"3454",2,3,2,3,4,3,3,3,2,3,3,3,4,4,4,4,4,4,4,4,3,3,2,5,3,4,3
"7353",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2
"141",1,2,1,3,4,3,2,2,2,2,3,3,3,5,5,3,5,3,2,5,5,4,3,5,4,4,4
"8272",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
"22991",4,2,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
"10671",5,1,5,4,2,4,1,5,3,4,1,3,4,5,4,4,5,3,2,5,1,1,4,5,4,2,2
"1514",4,3,4,3,3,2,3,2,3,2,3,4,3,3,4,4,4,3,2,4,3,3,3,3,3,3,4
"2220",1,1,1,1,1,2,1,1,4,2,3,3,2,2,4,2,3,4,2,3,2,4,2,3,3,3,3
"1028",1,2,1,2,4,4,2,4,4,4,4,4,4,2,2,4,2,4,4,4,4,2,2,5,4,4,2
"30011",3,2,2,4,4,3,2,3,3,3,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4
"1337",3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3
"1535",2,4,2,4,2,4,3,3,3,2,3,4,2,3,3,3,3,4,2,4,4,3,2,4,3,4,3
"1327",4,3,4,3,5,3,1,2,3,3,2,3,3,5,4,4,4,3,3,4,4,3,3,4,4,3,3
"589",3,2,3,2,3,3,3,2,3,3,3,4,3,4,4,4,3,3,3,4,4,3,3,5,4,3,3
"2714",2,3,3,2,2,3,3,3,3,2,3,3,2,3,2,2,3,3,3,2,2,3,3,4,3,3,3
"5462",2,3,3,2,3,3,1,2,2,2,3,2,3,3,2,5,3,2,3,5,5,3,3,5,4,4,3
"16591",3,2,3,2,4,4,2,3,3,4,4,4,4,3,4,4,3,4,4,3,5,5,3,4,4,4,3
"2912",1,1,1,1,3,3,1,1,4,2,4,2,3,4,5,4,5,2,3,5,4,3,2,5,5,4,2
"1877",2,2,2,3,4,1,2,1,4,1,2,3,4,5,4,3,4,3,5,4,4,5,2,4,3,2,3
"25310",3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,4,3,3
"10862",4,2,4,3,4,2,3,4,4,3,3,4,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3
"3525",2,2,2,2,3,2,2,2,4,3,3,3,3,3,3,3,2,3,3,2,4,4,3,3,3,4,3
"8351",2,2,2,3,3,3,2,4,3,3,4,4,4,4,5,4,4,4,4,5,4,3,3,5,4,4,4
"23391",1,5,1,5,2,3,4,2,2,4,4,4,2,2,4,2,2,2,2,5,4,3,2,5,4,4,2
"26901",3,3,2,3,4,3,2,2,3,2,3,2,4,4,4,4,4,4,4,4,3,3,2,4,3,4,2
"3644",3,4,3,3,3,3,3,2,4,3,3,2,2,4,3,4,3,3,2,3,5,4,4,5,4,4,4
"887",3,3,4,3,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,4,3,4,5,4
"3478",2,2,2,2,4,2,2,2,2,2,4,2,2,2,2,4,2,2,2,2,4,2,2,4,4,2,2
"5810",4,2,2,4,2,3,2,4,3,3,3,3,3,3,3,3,3,3,2,2,3,2,4,3,3,2,3
"2018",2,2,1,2,3,2,2,2,4,2,3,4,3,4,3,3,4,3,2,3,4,4,3,4,4,3,3
"1772",2,3,3,4,4,3,2,2,2,3,4,2,3,4,4,4,4,4,3,4,4,3,2,3,3,3,4
"3572",3,3,3,3,3,3,2,3,3,3,4,4,4,5,5,4,4,4,3,5,3,4,3,3,3,4,3
"23",3,3,3,3,4,3,2,4,3,2,4,4,3,4,3,2,4,4,3,3,3,3,2,4,3,2,3
"3680",2,1,2,1,3,3,2,2,2,2,4,4,3,4,2,2,2,2,2,4,4,5,4,5,3,5,4
"1510",2,2,1,2,4,2,1,3,3,3,4,3,4,2,3,3,2,3,4,2,4,4,3,5,4,3,1
"23321",4,3,4,4,5,3,2,3,4,4,4,3,3,4,4,4,3,5,4,4,4,4,2,5,4,4,3
"2473",3,3,3,4,4,2,2,2,2,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3
"15711",3,3,3,2,3,3,3,4,4,4,4,4,4,2,2,2,4,4,2,3,4,4,4,5,2,4,4
"16981",3,2,3,4,5,5,3,5,3,5,5,4,5,3,4,4,5,4,3,5,5,5,5,5,5,5,3
"3436",3,2,3,3,3,4,4,3,4,4,4,4,4,3,4,3,2,4,4,3,4,4,4,4,4,4,4
"2986",5,5,5,5,5,5,1,1,4,5,5,2,5,5,5,2,2,5,4,5,4,4,1,5,5,5,2
"3197",2,1,1,2,2,4,1,3,4,3,5,5,1,5,5,2,5,3,3,5,5,5,4,5,4,4,4
"12392",2,2,2,2,1,1,1,1,2,2,4,4,2,4,2,3,2,4,4,3,5,4,4,4,4,2,4
"19231",3,2,2,3,3,3,2,4,3,3,3,2,3,4,3,2,4,3,3,3,4,4,3,3,4,3,3
"6741",3,2,4,3,4,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,5,4,3,5,3,3,3
"1151",3,2,3,3,3,2,3,2,3,3,3,2,4,3,4,3,3,4,4,4,3,3,2,3,3,3,3
"3016",2,2,2,2,4,4,2,2,4,3,3,2,4,5,4,4,4,4,4,5,4,4,2,3,4,4,4
"1642",3,4,3,4,3,4,3,2,3,3,4,3,3,3,3,4,3,3,3,3,3,3,4,3,4,3,3
"3606",1,1,1,1,1,3,2,2,3,3,2,1,2,2,2,3,1,2,2,2,5,4,5,4,5,4,4
"2575",3,3,2,3,3,2,2,2,2,3,2,2,2,4,4,3,4,2,3,5,3,3,2,4,4,4,2
"25861",5,4,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4
"2290",1,1,1,3,4,2,2,1,2,3,3,3,3,4,2,3,2,3,2,3,3,2,4,3,4,3,3
"1739",3,3,2,2,4,3,3,2,2,3,3,3,3,5,4,4,4,4,4,4,5,4,2,4,4,4,4
"3412",4,2,2,3,4,3,2,2,4,4,5,4,4,5,5,5,3,4,3,4,4,4,5,4,5,4,1
"863",2,3,2,3,4,3,1,3,1,2,3,3,3,4,4,4,4,4,3,4,4,4,3,5,3,4,2
"2762",5,1,5,3,4,3,2,1,3,4,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5
"14501",3,3,3,3,3,3,3,3,3,3,3,4,4,5,3,3,3,4,4,4,3,3,3,5,3,3,3
"20961",1,2,2,3,4,4,1,2,3,4,4,4,4,4,4,3,5,4,3,4,4,3,3,4,4,3,4
"8301",4,3,5,3,4,3,2,3,3,2,4,3,3,5,4,3,5,4,2,5,3,3,2,5,3,3,4
"3096",3,3,3,4,4,4,3,3,4,4,4,5,3,4,4,3,4,2,3,4,3,5,2,5,4,4,4
"26591",3,2,3,2,4,3,3,2,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,3,2,3
"3573",2,4,3,2,3,3,2,2,4,2,3,3,2,3,2,2,2,3,2,3,3,3,2,3,3,2,3
"27010",3,2,3,2,3,3,2,2,3,4,4,3,3,3,4,3,4,3,3,3,4,2,4,3,3,3,4
"2102",1,2,2,2,3,3,2,2,3,3,4,3,4,4,3,3,3,3,4,4,4,3,5,4,4,2,4
"6601",3,2,4,3,3,2,2,2,4,4,3,4,3,3,4,4,4,4,4,3,4,4,3,5,5,2,2
"25711",2,1,1,3,2,2,1,1,1,3,3,3,3,4,5,5,4,4,4,5,5,3,4,5,5,5,2
"2747",2,2,1,2,4,2,2,1,4,2,4,4,2,4,4,2,2,2,4,4,4,3,2,5,4,3,4
"2802",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3
"16941",3,2,2,3,3,4,3,4,4,3,4,1,2,4,4,3,3,4,3,4,5,4,3,5,4,2,4
"26991",2,3,1,2,4,3,2,1,2,2,3,2,3,2,2,4,2,2,4,2,5,5,4,5,4,5,5
"3696",2,2,2,2,4,3,2,4,2,2,4,4,4,4,2,4,4,4,4,2,4,4,2,3,2,4,4
"1381",4,3,4,4,4,3,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4
"19361",4,4,3,4,4,3,2,4,3,2,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4
"2123",2,2,2,4,4,2,2,2,2,4,2,2,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2
"1342",2,2,2,2,5,2,2,2,4,4,2,2,5,4,4,4,2,4,4,4,4,5,4,4,5,4,4
"31410",4,4,4,4,4,3,1,3,3,3,3,3,4,4,4,3,3,4,4,4,3,3,2,5,3,1,3
"3360",2,4,2,2,3,5,3,4,4,3,2,2,2,3,2,4,5,3,2,4,4,4,4,5,4,4,4
"3718",3,3,3,3,4,3,1,2,3,3,5,4,4,5,5,4,4,3,5,5,4,3,4,4,4,4,4
"1805",1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,5,1,1,1
"2493",2,2,2,2,2,3,2,2,3,3,3,2,4,4,4,3,3,3,3,4,4,3,3,4,4,3,3
"2736",3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,3,3,3,4,3,3,3,5,3,5,3
"15261",3,3,3,4,3,3,3,3,3,4,4,3,3,4,3,4,3,3,4,3,3,3,3,3,4,3,4
"7981",3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3
"3421",3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,4,3,3,3,4,3,4,3,3,2
"2774",2,4,2,4,4,4,2,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,2,5,4,4,2
"2353",1,3,3,3,3,3,1,3,3,3,3,3,3,5,5,3,4,4,3,5,3,4,3,2,2,3,4
"3598",3,1,1,1,3,4,1,1,1,3,1,1,4,4,5,4,4,2,4,5,4,3,3,5,5,3,3
"910",2,3,2,3,3,3,2,3,3,4,3,4,3,3,3,4,3,2,3,4,4,3,3,5,5,3,3
"26421",3,3,3,4,3,4,2,3,3,3,3,3,3,4,4,3,4,4,3,4,4,3,3,4,3,4,4
"2235",3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3
"875",2,2,3,3,3,3,3,2,3,2,3,3,2,4,3,4,3,3,3,3,4,4,3,5,4,4,3
"31271",2,1,3,2,4,4,4,2,4,3,4,4,2,5,5,4,4,3,3,3,5,4,2,5,5,4,3
"9291",2,2,2,2,2,3,2,2,5,4,5,3,3,4,3,3,3,3,2,4,4,4,4,4,4,3,3
"2306",4,1,2,1,4,2,2,2,2,2,2,4,4,4,4,2,5,4,4,5,5,2,5,4,4,4,4
"871",2,4,2,2,4,4,2,2,4,2,4,4,4,4,4,3,4,4,3,4,4,4,4,5,3,4,4
"7452",2,2,3,3,4,4,2,3,4,5,4,3,4,4,3,3,4,4,4,4,5,5,4,5,5,5,4
"24061",3,3,3,4,4,4,3,4,3,5,4,2,4,5,3,4,5,4,3,4,4,3,2,4,3,4,3
"26071",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3
"14861",3,4,2,4,4,4,2,2,2,4,3,5,4,5,5,3,4,3,3,5,4,5,4,5,4,3,5
"1506",3,4,3,3,5,4,3,2,4,2,4,3,3,5,4,3,3,3,3,5,3,3,4,5,4,4,5
"2136",4,2,4,2,4,3,2,2,3,4,3,4,4,5,4,4,2,3,4,5,4,3,4,4,4,3,4
"11210",1,2,1,2,4,2,1,2,1,5,4,1,4,4,2,3,4,4,2,4,4,4,2,5,3,4,2
"4553",4,2,3,4,5,2,2,2,3,4,3,4,3,2,4,4,4,3,2,4,3,4,3,4,4,4,3
"1820",3,4,4,4,4,4,4,3,4,4,5,5,4,4,4,3,4,3,4,4,4,2,3,3,4,4,1
"3463",3,3,3,3,3,3,3,2,3,2,3,3,3,3,4,4,3,3,4,3,4,4,3,5,3,4,4
"3481",3,4,5,4,4,5,2,4,2,3,5,5,5,4,5,2,4,4,3,5,5,5,4,5,3,4,5
"29031",3,4,5,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,3,4,4,4,4,5
"3477",2,3,2,3,4,4,2,3,4,4,4,5,5,5,4,4,5,4,3,5,5,4,3,4,4,3,2
"2227",1,1,1,1,4,1,4,1,5,1,4,1,4,2,5,3,3,2,4,4,5,2,5,3,3,2,3
"29211",4,4,2,2,4,4,2,4,3,1,4,5,4,4,2,5,4,4,3,5,5,5,2,5,3,4,5
"26281",5,3,3,3,3,3,3,3,3,2,3,5,5,5,5,4,5,3,4,5,5,5,3,5,5,5,3
"1374",2,2,2,2,4,3,2,2,4,3,4,3,2,3,3,3,4,2,3,3,4,3,2,3,3,3,3
"7671",3,2,4,4,4,5,1,2,2,2,4,2,2,4,2,2,4,3,3,4,3,5,4,3,2,4,2
"1675",4,2,4,4,4,4,3,4,3,3,4,2,3,4,4,2,4,4,3,4,4,4,3,5,4,4,3
"2415",3,4,5,5,4,1,1,1,4,3,1,4,4,5,5,4,5,1,2,5,5,3,1,2,5,3,3
"3063",3,3,2,4,5,3,4,3,2,3,4,3,2,5,4,1,3,4,3,4,4,4,4,5,4,4,3
"3292",2,2,3,4,4,3,3,3,3,4,3,4,3,4,4,3,4,3,4,4,4,4,4,5,5,5,3
"2023",1,3,1,2,3,1,1,1,1,1,5,3,3,5,5,4,5,3,3,5,5,5,1,5,3,5,2
"26461",3,3,1,1,5,3,1,3,2,2,4,3,3,4,4,3,4,3,2,4,4,5,3,5,5,3,5
"27701",5,4,5,4,4,4,4,4,4,5,4,4,4,5,5,5,4,5,4,5,4,4,4,3,4,5,5
"3433",4,3,4,2,4,2,1,3,4,2,4,4,3,4,4,2,2,4,4,4,4,4,2,4,4,4,2
"13231",1,2,1,3,2,4,4,2,3,3,3,3,3,3,4,3,4,3,4,5,5,4,3,4,3,4,4
"81",4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"2366",2,2,2,3,3,4,3,3,4,3,3,4,4,3,3,3,2,3,3,3,3,3,2,4,3,3,4
"2346",3,2,2,3,4,3,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,3,4,5,4,3,2
"1467",3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,4,4,3,5,3,3,3
"704",1,2,2,1,4,4,4,2,4,2,3,4,2,3,2,4,4,2,3,4,5,4,4,4,4,4,4
"3687",3,1,4,1,5,3,2,4,4,5,5,5,3,5,5,5,4,4,3,2,3,2,4,2,4,3,2
"3508",2,2,2,3,3,2,3,3,4,3,3,3,2,4,4,3,3,2,3,4,3,4,3,4,3,4,2
"30251",2,2,1,4,3,3,1,4,4,3,4,3,4,5,4,4,3,3,4,4,4,4,2,5,4,4,4
"1282",4,4,4,4,5,4,3,4,2,4,3,5,4,4,3,4,4,3,4,3,4,3,4,4,5,3,5
"25961",3,3,3,3,4,3,2,4,4,3,4,3,3,5,4,3,3,3,3,4,4,3,3,4,4,4,3
"6431",1,1,1,3,4,3,2,2,3,3,2,3,5,4,4,2,2,3,3,5,5,4,3,4,4,4,3
"31381",4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,3
"3651",3,3,3,3,4,3,3,3,3,3,3,2,3,5,5,4,4,3,4,5,5,4,3,5,5,3,3
"3546",1,5,4,4,3,4,1,4,3,2,4,4,3,5,5,4,4,4,3,5,5,5,1,5,4,4,1
"1816",2,3,2,4,3,4,2,2,3,3,3,3,4,4,4,4,3,4,3,4,3,4,2,3,3,4,2
"3580",2,1,1,2,4,4,3,3,4,2,4,4,4,3,4,3,2,2,2,2,3,4,3,4,4,5,4
"15051",4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3
"30991",4,2,4,4,4,2,1,2,2,4,4,3,5,5,5,5,5,5,4,4,4,4,2,5,3,2,2
"31951",2,2,1,2,2,2,2,2,4,2,2,2,2,4,4,2,3,4,2,3,4,4,4,4,4,4,4
"3373",3,2,2,2,3,3,3,3,3,3,4,4,4,4,3,4,4,3,3,4,3,4,4,5,4,4,4
"20110",4,2,3,2,5,4,1,1,5,3,5,3,5,5,5,5,5,3,5,5,5,5,2,5,5,3,3
"6912",3,2,1,3,5,5,1,3,3,3,3,4,5,5,5,4,4,5,5,3,5,3,4,4,3,4,5
"12411",5,5,5,5,1,5,5,5,1,5,5,5,1,5,5,5,5,1,5,5,1,1,5,1,5,5,1
"215",3,3,4,4,4,3,3,3,3,3,4,3,2,3,4,4,3,2,2,3,3,4,2,4,3,3,3
"15851",2,2,2,4,3,3,1,2,2,2,4,3,4,3,4,2,4,2,3,2,4,4,2,4,4,4,2
"17121",3,2,3,2,3,4,3,2,3,4,4,3,3,3,3,2,4,3,4,3,4,4,4,5,4,3,4
"31161",3,3,3,3,4,3,2,3,4,2,3,3,4,3,3,3,2,4,3,2,3,4,3,5,3,3,2
"16961",3,2,3,3,4,4,4,3,4,4,4,4,4,3,4,3,2,4,3,4,4,4,4,4,3,4,4
"3420",3,1,3,2,5,2,2,2,4,4,4,5,4,5,4,2,3,4,3,5,5,4,4,5,4,5,4
"4092",3,3,3,3,3,4,3,3,4,4,2,4,3,4,3,3,2,3,4,2,3,2,4,3,3,3,3
"2623",3,3,3,2,2,2,3,1,3,3,2,3,3,5,4,3,4,3,3,4,3,3,3,4,3,3,3
"14712",4,4,4,4,4,4,4,5,4,3,4,3,4,5,4,4,4,4,3,4,3,4,3,4,4,4,5
"3578",1,2,1,2,2,2,3,2,3,3,4,4,2,3,3,3,3,3,2,3,4,4,3,5,4,4,3
"13811",2,3,4,4,3,3,3,4,2,4,4,3,4,3,3,3,2,3,2,3,4,3,2,4,3,4,3
"3223",2,2,2,2,3,3,4,2,4,3,3,3,2,4,4,3,4,3,4,4,3,3,3,4,2,2,3
"2841",3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,4,3,4,4
"1332",3,3,3,3,3,3,3,3,3,3,5,4,3,4,3,3,3,3,3,2,3,3,3,5,3,3,3
"3471",4,4,4,3,4,4,1,2,2,4,4,4,4,5,4,4,4,4,4,5,4,4,2,4,4,4,2
"4692",2,3,3,4,4,4,1,4,3,2,2,4,3,5,4,3,4,4,2,5,5,4,4,3,4,3,3
"24391",2,2,1,3,2,3,3,1,4,2,4,4,4,5,5,4,4,3,4,5,5,3,3,5,3,4,2
"15731",2,2,3,2,3,2,1,2,3,4,3,2,4,3,4,2,3,4,4,3,4,4,3,4,4,4,4
"25551",2,2,3,2,3,3,3,3,4,4,3,3,2,3,2,2,2,3,3,4,4,2,4,5,4,4,4
"3274",2,2,2,3,2,4,3,2,4,4,3,3,3,2,3,2,2,3,2,3,4,3,3,4,2,3,4
"10561",2,1,1,2,3,2,1,2,2,4,3,4,2,4,4,4,3,3,2,4,4,4,2,4,4,2,2
"2513",2,2,2,2,2,2,1,1,2,2,2,1,3,4,4,4,3,4,3,4,4,4,3,5,3,4,3
"8163",2,1,2,4,4,4,3,4,4,3,3,4,4,4,4,3,4,4,3,2,4,4,3,4,4,4,4
"14031",3,1,3,1,4,4,4,3,3,3,4,3,5,5,5,5,5,3,4,5,5,3,4,5,4,4,4
"1763",2,3,3,3,3,3,3,1,2,4,3,3,4,5,4,3,3,3,4,5,5,3,2,5,3,3,3
"10611",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
"17101",3,3,3,3,3,3,1,1,3,3,2,3,3,5,3,3,3,5,3,3,2,3,2,3,3,3,3
"6542",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4
"17351",3,5,3,3,3,4,3,3,3,3,3,5,4,3,4,3,3,5,3,5,5,5,3,3,3,4,4
"13771",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2
"1679",2,3,3,4,2,2,2,3,3,2,3,4,4,4,4,3,3,4,2,4,3,3,2,4,3,3,4
"1100",4,5,4,4,4,3,1,3,4,2,2,5,4,4,2,3,3,3,4,4,5,5,2,5,4,4,2
"3152",3,2,2,2,4,4,4,2,3,2,4,4,4,5,4,4,3,4,3,4,4,4,3,5,3,3,3
"3255",4,3,3,3,4,3,3,3,3,4,4,4,3,4,4,4,4,4,5,4,3,3,4,3,3,4,3
"3466",1,2,2,3,4,2,1,1,1,2,4,4,2,4,4,4,3,3,4,4,4,2,2,2,4,2,2
"25081",2,2,4,4,3,3,3,3,2,3,2,2,4,3,2,3,3,3,2,3,4,3,3,3,2,3,3
"6572",1,1,1,1,2,4,2,1,3,2,4,4,2,4,4,4,2,2,3,2,4,4,3,5,4,4,5
"18741",2,2,2,2,2,2,2,2,3,2,2,3,2,4,2,2,4,3,2,4,4,4,3,4,4,4,4
"20811",2,3,2,4,4,4,1,2,3,3,3,4,3,5,5,4,4,2,2,5,4,3,1,5,3,2,3
"3201",4,2,2,2,3,2,2,2,3,4,4,4,3,4,5,2,2,4,3,4,5,5,2,5,4,4,4
"1141",3,4,3,3,3,3,4,3,3,4,3,4,3,4,4,3,3,4,3,3,4,3,4,5,4,3,3
"30711",2,3,5,2,4,4,5,2,4,4,4,3,5,5,5,4,5,5,5,5,4,3,3,4,3,4,5
"26771",3,3,5,5,5,4,3,4,3,2,5,5,4,4,4,4,4,5,4,5,3,4,2,5,4,5,3
"3618",3,2,3,2,4,3,1,2,1,3,4,2,3,4,4,4,3,3,2,5,3,4,4,4,2,4,4
"6103",2,4,2,5,4,2,3,2,3,2,4,4,4,4,4,4,2,4,3,4,4,4,2,5,4,4,4
"20511",2,2,2,3,3,3,3,2,3,4,4,2,2,3,2,2,2,2,2,4,4,3,2,3,2,2,3
"3626",2,3,4,4,4,2,2,4,4,3,3,3,2,2,2,3,2,2,2,2,3,4,2,4,2,4,2
"3288",4,4,4,3,4,4,2,2,4,4,4,5,4,3,3,5,3,5,4,3,4,3,3,4,4,4,4
"12310",3,3,3,2,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,4,3,3,3,3,3,4,3
"29811",3,4,2,5,4,4,2,4,4,4,4,4,5,4,3,3,3,3,4,4,3,4,1,5,2,3,4
"3102",2,2,3,2,5,4,2,4,4,3,4,4,5,5,5,5,3,4,4,4,3,4,3,4,3,3,3
"3005",2,2,1,2,3,3,2,1,4,4,4,4,4,4,3,2,2,3,4,4,4,3,3,5,4,3,3
"29791",4,2,2,2,5,3,2,2,4,4,4,4,3,4,4,4,2,2,2,4,5,5,4,5,4,4,4
"1781",2,1,1,2,4,1,1,2,2,4,4,2,4,2,4,5,4,4,4,5,2,2,4,4,2,4,2
"3178",3,2,1,2,3,3,2,3,4,2,4,4,3,5,4,3,2,4,4,5,4,3,3,5,3,3,3
"3273",3,2,3,3,3,4,3,3,4,4,3,3,4,3,3,3,2,3,4,4,4,3,3,4,3,3,3
"5012",2,3,3,3,3,3,2,3,3,3,3,3,3,4,4,3,3,3,3,4,4,3,3,3,3,3,3
"1980",2,1,3,3,3,2,1,1,3,3,2,1,2,3,3,2,3,1,3,5,5,2,3,3,4,3,4
"15151",3,3,2,3,3,3,2,2,3,3,3,3,4,4,4,4,4,3,4,4,4,1,3,5,5,4,3
"3506",2,3,2,2,3,3,3,3,4,3,3,2,3,3,3,4,4,2,3,4,4,4,4,4,4,3,3
"28431",3,3,3,2,4,4,4,2,4,3,4,2,5,4,4,4,5,4,5,5,2,4,3,4,2,4,3
"15021",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
"25101",3,2,3,4,4,4,3,3,3,3,4,2,1,3,5,3,3,2,3,2,5,5,3,5,4,3,2
"6611",2,3,3,2,3,4,3,2,2,2,4,4,2,3,4,3,3,3,3,3,4,4,3,5,2,4,5
"3592",2,2,2,3,4,4,2,2,4,4,3,4,4,5,5,3,4,4,4,5,5,4,2,5,4,3,3
"2955",1,2,2,1,4,4,2,2,3,2,3,3,4,5,5,4,2,2,4,5,4,4,3,4,4,4,3
"1125",1,2,1,2,2,3,3,2,4,3,3,3,3,5,4,4,4,2,3,4,4,4,2,5,3,4,4
"9811",3,4,3,4,4,3,2,2,3,2,4,4,2,5,5,3,3,4,3,3,4,5,2,5,4,4,5
"4461",3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"3241",2,4,3,4,2,2,4,2,5,4,3,3,2,5,5,2,5,4,4,4,3,4,3,5,4,3,3
"5411",2,2,2,4,3,3,3,2,3,3,4,2,2,3,3,4,4,3,2,4,4,3,2,4,3,3,3
"5301",2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
"9121",3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,4,4,3,4,4,4,3,3,4,3,4,4
"3488",3,3,2,2,4,4,1,3,2,3,4,3,4,4,3,4,2,2,3,4,4,4,2,4,4,4,2
"16471",4,5,4,3,5,5,1,4,5,1,4,4,5,5,5,4,5,4,3,5,4,5,1,5,2,5,4
